province_cn,province_en,new_capacity_total_10kw,new_capacity_utility_10kw,new_capacity_distributed_10kw,new_capacity_residential_10kw,cum_capacity_total_10kw,cum_capacity_utility_10kw,cum_capacity_distributed_10kw,cum_capacity_residential_10kw,province_translation_missing
总计,Total,3087.8,1122.5,1965.3,891.4,33620.4,20942.44,12678.0,,False
北京,Beijing,10.9,0.0,10.9,1.3,91.0,5.1,85.9,,False
天津,Tianjin,12.8,0.0,12.8,1.9,190.6,118.8,71.8,,False
河北,Hebei,366.2,91.7,274.5,229.1,3336.6,1799.5,1537.0,,False
山西,Shanxi,64.7,31.9,32.8,24.1,1522.4,1133.7,388.7,,False
山东,Shandong,371.1,29.8,341.3,191.7,3714.5,1038.8,2675.8,,False
内蒙古,Inner Mongolia,34.2,29.2,5.0,2.4,1440.2,1333.2,107.0,,False
辽宁,Liaoning,29.1,8.3,20.9,3.7,506.7,325.8,180.9,,False
吉林,Jilin,19.4,9.3,10.1,0.5,365.3,275.1,90.2,,False
黑龙江,Heilongjiang,13.0,9.6,3.3,0.3,432.7,340.0,92.7,,False
上海,Shanghai,4.9,0.0,4.9,0.3,173.3,24.0,149.3,,False
江苏,Jiangsu,214.9,11.3,203.7,32.1,2130.9,952.4,1178.5,,False
浙江,Zhejiang,287.1,14.7,272.4,3.6,2128.9,591.8,1537.1,,False
安徽,Anhui,262.0,166.8,95.2,83.9,1865.4,1012.2,853.1,,False
福建,Fujian,63.1,0.0,63.1,23.4,340.1,39.2,300.9,,False
江西,Jiangxi,103.1,57.7,45.4,20.3,1013.4,608.8,404.6,,False
河南,Henan,310.8,3.0,307.8,232.3,1866.4,628.8,1237.6,,False
湖北,Hubei,136.6,112.3,24.3,4.9,1089.4,828.0,261.4,,False
湖南,Hunan,62.6,31.1,31.5,11.0,511.1,248.6,262.5,,False
重庆,Chongqing,2.6,0.0,2.6,0.4,66.1,54.2,11.9,,False
四川,Sichuan,3.5,1.2,2.3,1.1,198.2,169.0,29.2,,False
陕西,Shaanxi,47.5,16.5,31.0,6.1,1349.8,1107.9,241.9,,False
甘肃,Gansu,103.6,95.9,7.7,0.4,1228.4,1143.5,84.8,,False
青海,Qinghai,80.3,78.0,2.3,0.0,1691.0,1675.8,15.3,,False
宁夏,Ningxia,52.0,29.8,22.3,0.1,1436.0,1349.0,87.0,,False
新疆,Xinjiang,23.2,23.2,0.0,0.0,1295.2,1278.6,16.6,,False
新疆兵团,Xinjiang Production and Construction Corps,0.0,0.0,0.0,0.0,77.2,77.2,0.0,,False
广东,Guangdong,160.5,35.7,124.8,12.6,1180.6,557.2,623.4,,False
广西,Guangxi,87.8,79.5,8.3,1.0,399.4,338.5,60.9,,False
海南,Hainan,35.4,35.4,0.0,0.0,182.2,162.8,19.4,,False
贵州,Guizhou,103.0,103.0,0.0,0.0,1240.0,1220.6,19.4,,False
云南,Yunnan,21.7,18.0,3.7,2.2,418.8,367.9,50.9,,False
