province_cn,province_en,new_capacity_total_10kw,new_capacity_utility_10kw,new_capacity_distributed_10kw,new_capacity_residential_10kw,cum_capacity_total_10kw,cum_capacity_utility_10kw,cum_capacity_distributed_10kw,cum_capacity_residential_10kw,province_translation_missing
总计,Total,5260.2,1727.1,3533.0,1659.1,35806.7,21563.9,14242.7,,False
北京,Beijing,14.0,0.7,13.3,2.9,93.7,5.1,88.6,,False
天津,Tianjin,57.7,31.8,25.9,5.5,202.8,118.8,84.0,,False
河北,Hebei,752.2,252.9,499.3,400.4,3673.6,1916.8,1756.8,,False
山西,Shanxi,115.4,51.2,64.2,51.2,1573.2,1153.6,419.6,,False
山东,Shandong,615.5,64.2,551.4,319.2,3958.9,1073.2,2885.8,,False
内蒙古,Inner Mongolia,41.2,29.8,11.4,4.0,1456.7,1343.3,113.4,,False
辽宁,Liaoning,69.5,34.6,34.9,12.7,547.4,352.5,194.9,,False
吉林,Jilin,35.2,24.3,10.8,1.2,381.0,290.1,90.9,,False
黑龙江,Heilongjiang,19.7,9.8,9.9,1.5,439.3,340.0,99.3,,False
上海,Shanghai,11.4,0.0,11.4,0.8,179.8,24.0,155.8,,False
江苏,Jiangsu,360.8,10.0,350.8,76.5,2276.8,951.1,1325.7,,False
浙江,Zhejiang,502.4,15.6,486.7,7.5,2344.1,592.6,1751.5,,False
安徽,Anhui,315.6,108.2,207.4,140.8,2022.4,1057.1,965.3,,False
福建,Fujian,125.2,0.0,125.2,50.4,402.2,39.2,363.1,,False
江西,Jiangxi,168.5,86.6,82.0,47.8,1078.5,637.3,441.2,,False
河南,Henan,540.5,3.0,537.5,444.5,2096.0,628.8,1467.2,,False
湖北,Hubei,180.6,130.3,50.2,12.9,1132.8,843.0,289.9,,False
湖南,Hunan,100.5,36.4,64.1,30.4,548.0,253.0,295.1,,False
重庆,Chongqing,6.3,2.3,4.0,0.7,67.7,54.2,13.6,,False
四川,Sichuan,8.6,4.1,4.5,1.7,204.4,173.0,31.4,,False
陕西,Shaanxi,106.1,17.1,89.0,12.6,1407.8,1107.9,299.9,,False
甘肃,Gansu,151.2,143.5,7.7,0.6,1275.4,1190.6,84.8,,False
青海,Qinghai,88.4,85.7,2.6,0.1,1701.5,1685.9,15.6,,False
宁夏,Ningxia,70.9,44.4,26.5,0.3,1443.7,1352.5,91.3,,False
新疆,Xinjiang,58.5,58.5,0.0,0.0,1326.9,1310.3,16.6,,False
新疆兵团,Xinjiang Production and Construction Corps,0.0,0.0,0.0,0.0,77.2,77.2,0.0,,False
广东,Guangdong,309.6,88.3,221.3,27.1,1329.7,609.8,719.9,,False
广西,Guangxi,116.2,106.7,9.5,1.6,429.1,367.0,62.1,,False
海南,Hainan,77.2,57.7,19.6,1.1,223.7,184.7,39.0,,False
贵州,Guizhou,198.3,194.0,4.3,0.3,1335.3,1311.6,23.7,,False
云南,Yunnan,42.7,35.0,7.7,2.8,438.4,383.5,54.9,,False
