province_cn,province_en,new_capacity_total_10kw,new_capacity_utility_10kw,new_capacity_distributed_10kw,new_capacity_residential_10kw,cum_capacity_total_10kw,cum_capacity_utility_10kw,cum_capacity_distributed_10kw,cum_capacity_residential_10kw,province_translation_missing
总计,Total,4574.0,2193.0,2381.0,692.0,65950.0,37950.0,28000.0,12294.0,False
北京,Beijing,2.7,0.0,2.7,0.6,111.1,5.1,106.0,33.4,False
天津,Tianjin,57.7,10.1,47.6,3.5,547.1,309.1,238.0,38.3,False
河北,Hebei,313.1,204.0,109.0,42.4,5712.0,3210.3,2501.6,1773.7,False
山西,Shanxi,151.8,103.5,48.3,27.7,2642.3,1927.6,714.7,512.6,False
山东,Shandong,323.0,75.3,247.6,73.1,6015.5,1669.1,4346.4,2629.0,False
内蒙古,Inner Mongolia,340.3,310.0,30.3,14.4,2681.8,2471.6,210.2,68.3,False
辽宁,Liaoning,79.9,10.6,69.3,48.0,1037.6,531.9,505.6,266.0,False
吉林,Jilin,22.7,7.0,15.7,9.8,482.5,347.1,135.4,52.3,False
黑龙江,Heilongjiang,13.2,0.0,13.2,7.1,578.1,396.1,182.0,43.9,False
上海,Shanghai,18.9,0.0,18.9,0.3,308.3,39.8,268.5,21.5,False
江苏,Jiangsu,492.7,47.8,444.9,203.3,4420.8,1203.6,3217.1,1062.6,False
浙江,Zhejiang,240.3,19.1,221.2,16.5,3597.0,686.2,2910.8,253.5,False
安徽,Anhui,209.4,30.6,178.8,68.7,3432.5,1316.6,2115.9,1035.5,False
福建,Fujian,99.8,0.6,99.2,22.0,974.3,44.7,929.6,362.1,False
江西,Jiangxi,126.6,71.4,55.2,17.3,2119.9,1052.6,1067.3,590.2,False
河南,Henan,147.9,0.1,147.8,35.4,3879.2,630.0,3249.3,2266.6,False
湖北,Hubei,212.5,84.1,128.5,16.0,2700.1,1840.2,859.9,303.4,False
湖南,Hunan,89.6,14.4,75.3,11.9,1341.4,413.6,927.8,313.6,False
重庆,Chongqing,31.6,11.7,19.9,0.5,188.4,96.7,91.7,5.2,False
四川,Sichuan,86.2,80.6,5.6,2.2,659.8,603.4,56.4,15.3,False
陕西,Shaanxi,56.8,6.8,50.0,40.4,2348.8,1826.9,521.9,292.1,False
甘肃,Gansu,162.9,148.5,14.4,5.2,2681.7,2563.3,118.4,29.1,False
青海,Qinghai,117.9,117.0,0.9,0.1,2658.1,2638.0,20.1,2.9,False
宁夏,Ningxia,105.6,98.3,7.3,1.4,2242.1,2109.8,132.3,7.7,False
新疆,Xinjiang,206.9,206.5,0.4,0.0,3149.6,3131.2,18.4,3.7,False
新疆兵团,Xinjiang Production and Construction Corps,47.1,47.1,0.0,0.0,273.5,273.5,0.0,0.0,False
西藏,Tibet,14.6,14.6,0.0,0.0,271.2,266.5,4.7,0.0,False
广东,Guangdong,157.9,33.6,124.3,19.1,2926.4,1224.5,1701.9,242.1,False
广西,Guangxi,186.1,37.8,148.3,0.5,1319.0,854.5,464.5,19.0,False
海南,Hainan,177.0,159.1,17.9,0.5,649.4,468.9,180.5,22.7,False
贵州,Guizhou,82.1,79.6,2.5,0.0,1729.8,1696.5,33.4,2.3,False
云南,Yunnan,198.7,163.5,35.3,3.5,2270.5,2101.3,169.1,25.1,False
