province_cn,province_en,new_capacity_total_10kw,new_capacity_utility_10kw,new_capacity_distributed_10kw,new_capacity_residential_10kw,cum_capacity_total_10kw,cum_capacity_utility_10kw,cum_capacity_distributed_10kw,cum_capacity_residential_10kw,province_translation_missing
总计,Total,4118.9,1961.9,2157.0,952.6,124070.3,68625.3,55445.1,22250.9,False
北京,Beijing,14.6,0.2,14.4,6.7,224.6,8.1,216.5,79.7,False
天津,Tianjin,25.0,8.0,16.9,2.3,1052.8,482.1,570.8,77.6,False
河北,Hebei,143.8,29.5,114.3,54.0,8567.3,4863.4,3704.0,2389.0,False
山西,Shanxi,97.7,41.0,56.7,20.4,5048.2,3477.4,1570.8,797.2,False
内蒙古,Inner Mongolia,93.3,82.6,10.7,8.3,6149.1,5646.8,502.2,199.7,False
辽宁,Liaoning,35.3,0.0,35.3,15.0,1589.9,609.0,980.9,701.5,False
吉林,Jilin,23.5,9.9,13.6,10.4,748.0,448.2,299.8,178.8,False
黑龙江,Heilongjiang,7.5,0.1,7.4,3.4,924.5,537.8,386.7,158.0,False
上海,Shanghai,28.7,1.0,27.7,7.7,653.9,63.0,590.9,57.7,False
江苏,Jiangsu,489.7,261.7,228.1,91.1,9458.1,2828.7,6629.4,2319.1,False
浙江,Zhejiang,233.3,40.3,193.1,29.7,6662.7,1185.6,5477.1,674.9,False
安徽,Anhui,145.7,6.9,138.7,41.8,5770.1,1665.6,4104.6,1847.6,False
福建,Fujian,82.3,11.5,70.8,24.1,1816.7,148.7,1668.0,640.6,False
江西,Jiangxi,61.1,-2.9,64.0,23.6,2933.4,1397.3,1536.1,807.9,False
山东,Shandong,88.4,44.4,44.0,10.5,9573.2,3460.4,6112.9,2951.0,False
河南,Henan,308.7,0.0,308.7,260.9,5874.5,677.5,5197.0,3158.6,False
湖北,Hubei,130.6,-26.0,156.6,66.5,4615.1,2202.3,2412.9,1218.4,False
湖南,Hunan,87.9,30.0,57.9,32.4,2831.7,743.4,2088.3,1233.0,False
广东,Guangdong,295.7,31.3,264.4,87.5,6543.7,1640.2,4903.5,937.6,False
广西,Guangxi,41.0,35.3,5.7,6.5,3314.8,1425.1,1889.6,96.1,False
海南,Hainan,20.6,14.6,6.0,2.8,980.4,612.6,367.8,36.8,False
重庆,Chongqing,43.7,9.9,33.8,14.3,629.5,163.9,465.6,74.7,False
四川,Sichuan,442.6,290.3,152.2,35.3,2422.7,1612.2,810.5,210.5,False
贵州,Guizhou,73.6,22.7,50.9,33.3,2945.5,2610.9,334.6,214.0,False
云南,Yunnan,582.9,549.2,33.7,25.7,6069.0,5513.8,555.2,388.6,False
西藏,Tibet,9.7,9.0,0.7,0.0,584.2,578.2,6.0,0.0,False
陕西,Shaanxi,46.1,3.7,42.4,34.5,4239.1,2820.9,1418.1,674.7,False
甘肃,Gansu,35.3,33.5,1.8,1.9,3888.3,3602.2,286.1,71.8,False
青海,Qinghai,26.6,25.9,0.6,0.3,4284.2,4235.1,49.0,7.6,False
宁夏,Ningxia,215.7,213.3,2.4,0.5,4396.6,4129.8,266.8,39.1,False
新疆,Xinjiang,188.5,185.0,3.5,1.0,9278.6,9235.1,43.5,9.0,False
