name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
I.P.CCPP,,,270.0,1.26,0.94,307.56000000000006,232.33999999999997,,180.0,,,,2022-12-06
PRAGATI CCGT-III,,,1500.0,9.99,10.399999999999999,2904.61,1962.08,,500.0,,,,2022-12-06
PRAGATI CCPP,,,330.4,4.93,0.0,1180.6799999999998,764.4000000000001,,330.4,,,,2022-12-06
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2022-12-06
PANIPAT TPS,,,710.0,5.71,10.59,1766.2600000000002,3601.98,5.0,210.0,,,,2022-12-06
PANIPAT TPS,Unit 6,S,210.0,0.0,0.0,278.0,931.58,,210.0,44899.00833333333,07/12/2022,TUBE LKG. AT LOW TEMP. SUPERHEATER ZONE,2022-12-06
PANIPAT TPS,Unit 7, ,250.0,2.61,5.3,689.6600000000001,1341.09,,0.0,,,,2022-12-06
PANIPAT TPS,Unit 8, ,250.0,3.1,5.29,798.6000000000001,1329.31,,0.0,,,,2022-12-06
RAJIV GANDHI TPS,,,1200.0,15.55,22.67,4083.2999999999997,4574.65,4.0,0.0,,,,2022-12-06
RAJIV GANDHI TPS,Unit 1, ,600.0,9.23,11.45,2423.38,2711.71,,0.0,,,,2022-12-06
RAJIV GANDHI TPS,Unit 2, ,600.0,6.32,11.22,1659.9199999999996,1862.94,,0.0,,,,2022-12-06
YAMUNA NAGAR TPS,,,600.0,10.58,6.1,2767.4799999999996,2953.92,17.0,300.0,,,,2022-12-06
YAMUNA NAGAR TPS,Unit 1, ,300.0,5.29,6.1,1383.7399999999998,1526.0,,0.0,,,,2022-12-06
YAMUNA NAGAR TPS,Unit 2,P,300.0,5.29,0.0,1383.7399999999998,1427.92,,300.0,44879.99791666667,15/12/2022,BOILER OVERHAUL/ ANNUAL MAINTENANCE,2022-12-06
MAHATMA GANDHI TPS,,,1320.0,21.71,27.67,5385.26,5622.42,14.0,0.0,,,,2022-12-06
MAHATMA GANDHI TPS,Unit 1, ,660.0,11.13,13.77,2857.7800000000007,2914.05,,0.0,,,,2022-12-06
MAHATMA GANDHI TPS,Unit 2, ,660.0,10.58,13.9,2527.4799999999996,2708.37,,0.0,,,,2022-12-06
INDIRA GANDHI STPP,,,1500.0,9.06,17.759999999999998,3414.36,5723.56,28.0,500.0,,,,2022-12-06
INDIRA GANDHI STPP,Unit 1, ,500.0,4.61,0.0,990.6600000000001,1747.91,,500.0,44875.0,,GT/WHRB/ST PLANNED OVERHAUL,2022-12-06
INDIRA GANDHI STPP,Unit 2, ,500.0,0.0,8.84,1250.0,1820.65,,0.0,,,,2022-12-06
INDIRA GANDHI STPP,Unit 3, ,500.0,4.45,8.92,1173.7000000000003,2155.0,,0.0,,,,2022-12-06
FARIDABAD CCPP,,,431.59,0.99,0.0,233.93999999999988,2.5900000000000003,,431.59,,,,2022-12-06
BASSI  HPS,,,66.0,0.26,0.33,266.55999999999995,267.41999999999996,,33.0,,,,2022-12-06
GIRI BATA HPS,,,60.0,0.26,0.39999999999999997,144.55999999999995,192.31,,0.0,,,,2022-12-06
KASHANG INTEGRATED HEP,,,195.0,0.13,0.0,92.77999999999997,140.42000000000002,,130.0,,,,2022-12-06
LARJI  HPS,,,126.0,0.58,0.79,550.4800000000002,530.35,,84.0,,,,2022-12-06
SAINJ HPS,,,100.0,0.32,0.56,317.91999999999996,380.32,,0.0,,,,2022-12-06
SANJAY HPS,,,120.0,0.71,0.81,445.2599999999999,562.03,,0.0,,,,2022-12-06
SAWRA KUDDU HPS,,,111.0,0.48,0.39,269.8800000000001,285.62,,0.0,,,,2022-12-06
SHANAN HPS,,,110.0,0.42,0.56,431.5200000000001,438.63,,15.0,,,,2022-12-06
UHL-III HPS,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,2022-12-06
ALLAIN DUHANGAN  HPS,,,192.0,0.48,0.62,610.8800000000001,581.2,,96.0,,,,2022-12-06
BAJOLI HOLI HPS,,,180.0,0.29,0.5,375.7400000000001,389.76,,120.0,,,,2022-12-06
BASPA  HPS,,,300.0,1.61,1.23,1124.6599999999994,1235.96,,0.0,,,,2022-12-06
BUDHIL HPS,,,70.0,0.19,0.26,270.14,241.55,,35.0,,,,2022-12-06
CHANJU-I HPS ,,,36.0,0.16,0.16,133.95999999999998,123.19,,0.0,,,,2022-12-06
KARCHAM WANGTOO HPS,,,1045.0,5.1,4.22,3635.5999999999995,3869.25,,0.0,,,,2022-12-06
MALANA  HPS,,,86.0,0.26,0.43,308.55999999999995,292.94,,0.0,,,,2022-12-06
MALANA-II  HPS,,,100.0,0.16,0.29000000000000004,326.96000000000015,318.01,,50.0,,,,2022-12-06
SORANG HPS,,,100.0,0.32,0.39,355.91999999999996,285.86,,0.0,,,,2022-12-06
TIDONG HPS,,,0.0,0.32,0.0,11.920000000000002,0.0,,0.0,,,,2022-12-06
BAIRA SIUL  HPS,,,180.0,0.52,0.54,517.1199999999999,478.65000000000003,,60.0,,,,2022-12-06
