name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
I.P.CCPP,,,270.0,1.0,0.94,300.0,269.48,,150.0,,,,2026-01-22
PRAGATI CCGT-III,,,1500.0,12.11,6.95,3569.4199999999983,1142.28,,0.0,,,,2026-01-22
PRAGATI CCPP,,,330.4,3.99,0.0,1206.7800000000002,962.5899999999999,,330.4,,,,2026-01-22
RITHALA CCPP,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,2026-01-22
PANIPAT TPS,,,710.0,13.93,9.93,3727.4599999999964,2668.84,61.0,210.0,,,,2026-01-22
PANIPAT TPS,Unit 6,L,210.0,3.26,0.0,1004.7199999999998,509.28,,210.0,45950.02291666667,,RESERVE SHUT DOWN / STANDBY UNIT,2026-01-22
PANIPAT TPS,Unit 7, ,250.0,5.32,5.0,1287.0399999999986,1103.92,,0.0,,,,2026-01-22
PANIPAT TPS,Unit 8, ,250.0,5.35,4.93,1435.699999999998,1055.64,,0.0,,,,2026-01-22
RAJIV GANDHI TPS,,,1200.0,18.29,18.48,5188.379999999999,3446.9300000000003,41.0,0.0,,,,2026-01-22
RAJIV GANDHI TPS,Unit 1, ,600.0,8.81,9.23,2705.819999999999,1551.99,,0.0,,,,2026-01-22
RAJIV GANDHI TPS,Unit 2, ,600.0,9.48,9.25,2482.5600000000004,1894.94,,0.0,,,,2026-01-22
YAMUNA NAGAR TPS,,,600.0,12.23,9.92,3647.0600000000004,2950.8900000000003,53.0,0.0,,,,2026-01-22
YAMUNA NAGAR TPS,Unit 1, ,300.0,5.65,4.9,1740.300000000002,1467.69,,0.0,,,,2026-01-22
YAMUNA NAGAR TPS,Unit 2, ,300.0,6.58,5.02,1906.7599999999984,1483.2,,0.0,,,,2026-01-22
MAHATMA GANDHI TPS,,,1320.0,21.74,22.72,6670.279999999995,5883.290000000001,31.0,0.0,,,,2026-01-22
MAHATMA GANDHI TPS,Unit 1, ,660.0,10.87,11.32,3335.1399999999976,2705.03,,0.0,,,,2026-01-22
MAHATMA GANDHI TPS,Unit 2, ,660.0,10.87,11.4,3335.1399999999976,3178.26,,0.0,,,,2026-01-22
INDIRA GANDHI STPP,,,1500.0,24.61,23.32,7185.419999999993,6216.289999999999,21.0,0.0,,,,2026-01-22
INDIRA GANDHI STPP,Unit 1, ,500.0,7.87,7.56,2419.1399999999976,2129.79,,0.0,,,,2026-01-22
INDIRA GANDHI STPP,Unit 2, ,500.0,8.35,7.9,2172.699999999998,1746.28,,0.0,,,,2026-01-22
INDIRA GANDHI STPP,Unit 3, ,500.0,8.39,7.86,2593.579999999997,2340.22,,0.0,,,,2026-01-22
FARIDABAD CCPP,,,431.59,0.63,0.16,181.2299999999999,181.78000000000003,,431.59,,,,2026-01-22
BASSI  HPS,,,66.0,0.26,0.21,297.7199999999998,286.8,,16.5,,,,2026-01-22
GIRI BATA HPS,,,60.0,0.29,0.32,174.37999999999982,188.01,,0.0,,,,2026-01-22
KASHANG INTEGRATED HEP,,,195.0,0.16,0.0,199.51999999999992,200.76,,130.0,,,,2026-01-22
LARJI  HPS,,,126.0,0.48,0.25,564.5600000000004,457.75,,42.0,,,,2026-01-22
SAINJ HPS,,,100.0,0.32,0.02,396.03999999999985,109.52000000000001,,50.0,,,,2026-01-22
SANJAY HPS,,,120.0,0.71,0.55,506.61999999999955,487.2699999999999,,40.0,,,,2026-01-22
SAWRA KUDDU HPS,,,111.0,0.32,0.28,305.03999999999985,292.37,,37.0,,,,2026-01-22
SHANAN HPS,,,110.0,0.48,0.35,440.5600000000004,468.39,,110.0,,,,2026-01-22
UHL-III HPS,,,99.99,0.48,0.25,400.5600000000004,326.56,,0.0,,,,2026-01-22
ALLAIN DUHANGAN  HPS,,,192.0,0.45,0.47,617.900000000001,571.66,,96.0,,,,2026-01-22
BAJOLI HOLI HPS,,,180.0,0.42,0.48,723.2399999999991,662.25,,180.0,,,,2026-01-22
BASPA  HPS,,,300.0,1.03,1.0,1235.6599999999994,1262.83,,0.0,,,,2026-01-22
BUDHIL HPS,,,70.0,0.16,0.12,256.52000000000004,258.34,,0.0,,,,2026-01-22
CHANJU-I HPS ,,,36.0,0.16,0.09,141.51999999999992,142.3,,0.0,,,,2026-01-22
KARCHAM WANGTOO HPS,,,1045.0,3.45,3.74,4025.899999999996,4440.38,,261.25,,,,2026-01-22
KUTEHR HPS,,,240.0,0.55,0.6799999999999999,587.099999999999,340.15999999999997,,0.0,,,,2026-01-22
MALANA  HPS,,,86.0,0.23,0.21,313.0600000000004,285.39,,43.0,,,,2026-01-22
MALANA-II  HPS,,,100.0,0.19,0.0,335.17999999999995,0.0,,50.0,,,,2026-01-22
SORANG HPS,,,100.0,0.26,0.24,358.7199999999998,365.03,,0.0,,,,2026-01-22
TIDONG HPS,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,2026-01-22
