name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
RAJGHAT TPS,1,L,67.5,0.00,0.00,0.00,0.00,,67.5,08/05/2015 13:40,,RSD/LOW SCHEDULE,2017-12-13
RAJGHAT TPS,2,L,67.5,0.00,0.00,0.00,0.00,,67.5,21/05/2015 10:20,,RSD/LOW SCHEDULE,2017-12-13
I.P.CCPP,,,270.00,2.07,1.63,494.91,440.55,,,,,,2017-12-13
PRAGATI CCGT-III,,,1500.00,6.12,7.08,1547.56,2096.22,250.00,,,,,2017-12-13
PRAGATI CCPP,,,330.40,5.45,5.80,1409.85,1358.58,,,,,,2017-12-13
RITHALA CCPP,,,108.00,0.0,0.00,0.00,0.00,108.00,,,,,2017-12-13
BADARPUR TPS,1,L,95.0,0.00,0.00,0.00,0.00,,95.0,17/10/2014 18:16,,POLLUTION PROBLEM,2017-12-13
BADARPUR TPS,2,L,95.0,0.00,0.00,0.00,0.00,,95.0,24/09/2015 19:52,,POLLUTION PROBLEM,2017-12-13
BADARPUR TPS,3,L,95.0,0.00,0.00,0.00,0.00,,95.0,09/10/2015 19:52,,POLLUTION PROBLEM,2017-12-13
BADARPUR TPS,4,L,210.0,2.90,0.00,745.70,717.84,,210.0,16/10/2017 23:32,,POLLUTION PROBLEM,2017-12-13
BADARPUR TPS,5,L,210.0,2.89,0.00,687.90,839.13,,210.0,16/10/2017 23:59,,POLLUTION PROBLEM,2017-12-13
PANIPAT TPS,,,920.00,4.67,5.66,1208.71,1805.48,11,670.00,,,,2017-12-13
PANIPAT TPS,5,L,210.0,0.00,0.00,0.00,76.06,,210.0,15/10/2017 01:,,"RESERVE SHUT DOWN / STANDBYUNIT",2017-12-13
PANIPAT TPS,5,L,210.0,0.00,0.00,0.00,76.06,,210.0,02,,"RESERVE SHUT DOWN / STANDBYUNIT",2017-12-13
PANIPAT TPS,6,L,210.0,0.00,0.00,0.00,260.14,,210.0,06/11/2017 19:41,,"RESERVE SHUT DOWN / STANDBYUNIT",2017-12-13
PANIPAT TPS,7,S,250.0,2.19,0.00,564.47,1012.71,,250.0,11/12/2017 19:49,,"RESERVE SHUT DOWN / STANDBYUNIT",2017-12-13
PANIPAT TPS,8,,250.0,2.48,5.66,644.24,456.57,,,,,,2017-12-13
RAJIV GANDHI TPS,1,*,600.0,7.58,9.25,1681.54,1235.56,,600.0,11/12/2017 20:51,"13/12/201704.09.00",RSD/LOW SCHEDULE,2017-12-13
RAJIV GANDHI TPS,2,*,600.0,6.84,2.74,1756.92,1441.29,,600.0,11/12/2017 17:58,"13/12/201716.34.00",RSD/LOW SCHEDULE,2017-12-13
YAMUNA NAGAR TPS,1,,300.0,4.94,6.67,1268.22,1128.19,,,,,,2017-12-13
