name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
I.P.CCPP,,,270.0,1.1,1.4000000000000001,62.5,49.78999999999999,,150.0,,,,2025-05-25
PRAGATI CCGT-III,,,1500.0,12.389999999999999,5.18,695.7500000000001,457.67999999999995,,0.0,,,,2025-05-25
PRAGATI CCPP,,,330.4,4.2299999999999995,3.37,238.7500000000001,131.98000000000002,,104.6,,,,2025-05-25
RITHALA CCPP,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,2025-05-25
PANIPAT TPS,,,710.0,14.23,6.48,664.7499999999999,523.26,67.0,460.0,,,,2025-05-25
PANIPAT TPS,Unit 6,S,210.0,3.52,0.0,201.0000000000002,199.28,,210.0,45801.99444444444,26/05/2025,GRID DISTURBANCE,2025-05-25
PANIPAT TPS,Unit 7,S,250.0,5.32,1.85,290.99999999999983,187.85,,250.0,45802.39236111111,,RSD/LOW SCHEDULE,2025-05-25
PANIPAT TPS,Unit 8, ,250.0,5.39,4.63,172.7499999999999,136.13,,0.0,,,,2025-05-25
RAJIV GANDHI TPS,,,1200.0,19.58,17.53,1115.5000000000005,576.8000000000001,62.0,0.0,,,,2025-05-25
RAJIV GANDHI TPS,Unit 1, ,600.0,9.42,8.76,536.5000000000002,21.86,,0.0,,,,2025-05-25
RAJIV GANDHI TPS,Unit 2, ,600.0,10.16,8.77,579.0000000000002,554.94,,0.0,,,,2025-05-25
YAMUNA NAGAR TPS,,,600.0,13.129999999999999,8.84,714.2500000000002,598.76,26.0,0.0,,,,2025-05-25
YAMUNA NAGAR TPS,Unit 1, ,300.0,6.52,4.42,353.99999999999983,293.67,,0.0,,,,2025-05-25
YAMUNA NAGAR TPS,Unit 2, ,300.0,6.61,4.42,360.25000000000034,305.09,,0.0,,,,2025-05-25
MAHATMA GANDHI TPS,,,1320.0,23.22,19.86,1320.5000000000007,1242.87,32.0,0.0,,,,2025-05-25
MAHATMA GANDHI TPS,Unit 1, ,660.0,11.61,10.13,660.2500000000003,600.5,,0.0,,,,2025-05-25
MAHATMA GANDHI TPS,Unit 2, ,660.0,11.61,9.73,660.2500000000003,642.37,,0.0,,,,2025-05-25
INDIRA GANDHI STPP,,,1500.0,26.35,14.22,1499.749999999999,1268.44,68.0,500.0,,,,2025-05-25
INDIRA GANDHI STPP,Unit 1, ,500.0,8.42,6.9,478.5000000000004,403.26,,0.0,,,,2025-05-25
INDIRA GANDHI STPP,Unit 2,S,500.0,8.9,0.28,507.49999999999943,438.5,,500.0,45802.041666666664,,GENERATOR PROTECTION,2025-05-25
