name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
I.P.CCPP,,,270.0,0.0,0.95,0.0,199.17000000000002,,180.0,,,,2022-03-07
PRAGATI CCGT-III,,,1500.0,6.779999999999999,7.67,3384.459999999999,3011.29,,750.0,,,,2022-03-07
PRAGATI CCPP,,,330.4,1.45,0.0,1644.1499999999999,1457.92,,0.0,,,,2022-03-07
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2022-03-07
PANIPAT TPS,,,710.0,5.46,9.58,1869.2199999999998,2394.34,15.0,500.0,,,,2022-03-07
PANIPAT TPS,Unit 6, ,210.0,0.16,4.37,56.119999999999976,99.06,,0.0,,,,2022-03-07
PANIPAT TPS,Unit 7,S,250.0,2.65,0.0,906.5499999999998,1250.0,,250.0,44626.902083333334,08/03/2022,WATER WALL TUBE LEAKAGE,2022-03-07
PANIPAT TPS,Unit 8,*,250.0,2.65,5.21,906.5499999999998,1045.28,,250.0,44627.79652777778,07/03/2022 20:37:55,COOLING WATER PUMP PROBLEM,2022-03-07
RAJIV GANDHI TPS,,,1200.0,13.71,14.46,4670.97,2449.79,22.0,600.0,,,,2022-03-07
RAJIV GANDHI TPS,Unit 1, ,600.0,7.13,14.46,2428.9100000000008,2449.79,,0.0,,,,2022-03-07
RAJIV GANDHI TPS,Unit 2,L,600.0,6.58,0.0,2242.0599999999995,0.0,,600.0,44092.62569444445,,RSD/LOW SCHEDULE,2022-03-07
YAMUNA NAGAR TPS,,,600.0,9.84,13.19,3363.880000000001,2287.46,11.0,0.0,,,,2022-03-07
YAMUNA NAGAR TPS,Unit 1, ,300.0,4.94,6.59,1681.5800000000004,846.35,,0.0,,,,2022-03-07
YAMUNA NAGAR TPS,Unit 2, ,300.0,4.9,6.6,1682.3000000000006,1441.11,,0.0,,,,2022-03-07
MAHATMA GANDHI TPS,,,1320.0,10.55,15.13,7234.850000000001,7462.1900000000005,26.0,660.0,,,,2022-03-07
MAHATMA GANDHI TPS,Unit 1, ,660.0,10.55,15.13,3496.8500000000013,3878.26,,0.0,,,,2022-03-07
MAHATMA GANDHI TPS,Unit 2,P,660.0,0.0,0.0,3738.0,3583.93,,660.0,44614.98541666667,,SCHEDULED CAPITAL MAINTENANCE,2022-03-07
INDIRA GANDHI STPP,,,1500.0,9.58,20.61,3270.0600000000004,6340.9800000000005,24.0,500.0,,,,2022-03-07
INDIRA GANDHI STPP,Unit 1, ,500.0,3.45,10.37,1177.1500000000003,1818.31,,0.0,,,,2022-03-07
INDIRA GANDHI STPP,Unit 2, ,500.0,3.26,10.24,1111.82,2432.04,,0.0,,,,2022-03-07
INDIRA GANDHI STPP,Unit 3,P,500.0,2.87,0.0,981.09,2090.63,,500.0,44593.02777777778,,ANNUAL MAINTENANCE,2022-03-07
FARIDABAD CCPP,,,431.59,2.23,0.0,696.6100000000001,120.42000000000002,,431.59,,,,2022-03-07
BASSI  HPS,,,66.0,0.58,0.41000000000000003,290.0599999999999,295.22,,0.0,,,,2022-03-07
GIRI BATA HPS,,,60.0,0.26,0.59,173.81999999999994,215.36,,0.0,,,,2022-03-07
KASHANG INTEGRATED HEP,,,195.0,0.13,0.13,181.90999999999997,204.14000000000001,,65.0,,,,2022-03-07
LARJI  HPS,,,126.0,0.65,0.79,603.5499999999998,553.18,,0.0,,,,2022-03-07
SAINJ HPS,,,100.0,0.23,0.3,334.6100000000001,412.24,,50.0,,,,2022-03-07
SANJAY HPS,,,120.0,0.58,0.49,486.0599999999999,623.5,,40.0,,,,2022-03-07
SAWRA KUDDU HPS,,,111.0,0.39,0.4,286.7299999999999,3.3899999999999997,,0.0,,,,2022-03-07
SHANAN HPS,,,110.0,0.71,0.66,484.96999999999986,478.86,,0.0,,,,2022-03-07
UHL-III HPS,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,2022-03-07
ALLAIN DUHANGAN  HPS,,,192.0,0.39,0.42,666.7299999999999,615.1800000000001,,0.0,,,,2022-03-07
BAJOLI HOLI HPS,,,0.0,2.29,0.0,218.02999999999994,0.0,,0.0,,,,2022-03-07
BASPA  HPS,,,300.0,1.42,0.9099999999999999,1265.9400000000005,1290.08,,0.0,,,,2022-03-07
BUDHIL HPS,,,70.0,0.23,0.0,264.6100000000001,243.36,,35.0,,,,2022-03-07
CHANJU-I HPS ,,,36.0,0.29,0.15,151.02999999999994,138.83,,0.0,,,,2022-03-07
KARCHAM WANGTOO HPS,,,1045.0,4.45,3.24,4024.1499999999987,4126.3099999999995,,0.0,,,,2022-03-07
