name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
RAJGHAT TPS,,,135.0,0.0,0.0,0.0,0.0,,135.0,,,,2019-09-19
RAJGHAT TPS,Unit 1,L,67.5,0.0,0.0,0.0,0.0,,67.5,42132.569444444445,,RSD/LOW SCHEDULE,2019-09-19
RAJGHAT TPS,Unit 2,L,67.5,0.0,0.0,0.0,0.0,,67.5,42145.430555555555,,RSD/LOW SCHEDULE,2019-09-19
I.P.CCPP,,,270.0,1.79,1.8399999999999999,302.0099999999997,300.96000000000004,,180.0,,,,2019-09-19
PRAGATI CCGT-III,,,1500.0,10.04,17.04,1716.7600000000002,2091.25,,500.0,,,,2019-09-19
PRAGATI CCPP,,,330.4,5.73,3.82,992.8699999999992,781.6899999999999,,104.6,,,,2019-09-19
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2019-09-19
PANIPAT TPS,,,920.0,2.73,10.33,933.8700000000003,1304.8899999999999,20.0,420.0,,,,2019-09-19
PANIPAT TPS,Unit 5,L,210.0,0.0,0.0,0.0,0.0,,210.0,43469.46805555555,,RSD/LOW SCHEDULE,2019-09-19
PANIPAT TPS,Unit 6,L,210.0,0.0,0.0,0.0,0.0,,210.0,43469.865277777775,,RSD/LOW SCHEDULE,2019-09-19
PANIPAT TPS,Unit 7, ,250.0,0.0,5.14,463.0,587.24,,0.0,,,,2019-09-19
PANIPAT TPS,Unit 8, ,250.0,2.73,5.19,470.87000000000035,717.65,,0.0,,,,2019-09-19
RAJIV GANDHI TPS,,,1200.0,15.43,17.5,2657.169999999997,1132.5,26.0,0.0,,,,2019-09-19
RAJIV GANDHI TPS,Unit 1, ,600.0,8.6,9.24,1481.3999999999983,556.35,,0.0,,,,2019-09-19
RAJIV GANDHI TPS,Unit 2, ,600.0,6.83,8.26,1175.7699999999986,576.15,,0.0,,,,2019-09-19
YAMUNA NAGAR TPS,,,600.0,11.129999999999999,12.97,1449.4699999999998,1989.29,18.0,0.0,,,,2019-09-19
