name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
RAJGHAT TPS,,,135.0,0.0,0.0,0.0,0.0,,135.0,,,,2018-10-29
RAJGHAT TPS,Unit 1,L,67.5,0.0,0.0,0.0,0.0,,67.5,42132.569444444445,,RSD/LOW SCHEDULE,2018-10-29
RAJGHAT TPS,Unit 2,L,67.5,0.0,0.0,0.0,0.0,,67.5,42145.430555555555,,RSD/LOW SCHEDULE,2018-10-29
I.P.CCPP,,,270.0,1.8199999999999998,2.13,369.6199999999995,411.62000000000006,,0.0,,,,2018-10-29
PRAGATI CCGT-III,,,1500.0,7.75,13.219999999999999,1574.7499999999984,2289.56,,750.0,,,,2018-10-29
PRAGATI CCPP,,,330.4,5.93,3.95,1152.9700000000018,1052.25,,0.0,,,,2018-10-29
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2018-10-29
BADARPUR TPS,,,705.0,0.0,0.0,0.0,1400.4099999999999,,705.0,,,,2018-10-29
BADARPUR TPS,Unit 1,L,95.0,0.0,0.0,0.0,0.0,,95.0,41929.76111111111,,POLLUTION PROBLEM,2018-10-29
BADARPUR TPS,Unit 2,L,95.0,0.0,0.0,0.0,0.0,,95.0,42271.82777777778,,POLLUTION PROBLEM,2018-10-29
BADARPUR TPS,Unit 3,L,95.0,0.0,0.0,0.0,0.0,,95.0,42286.82777777778,,POLLUTION PROBLEM,2018-10-29
BADARPUR TPS,Unit 4,S,210.0,0.0,0.0,0.0,606.43,,210.0,43388.75347222222,,POLLUTION PROBLEM,2018-10-29
BADARPUR TPS,Unit 5,S,210.0,0.0,0.0,0.0,793.98,,210.0,43388.83541666667,,POLLUTION PROBLEM,2018-10-29
PANIPAT TPS,,,920.0,4.51,0.0,958.7899999999997,2092.6800000000003,,670.0,,,,2018-10-29
PANIPAT TPS,Unit 5,L,210.0,0.0,0.0,0.0,152.97,,210.0,43294.70486111111,,RSD/LOW SCHEDULE,2018-10-29
PANIPAT TPS,Unit 6,L,210.0,0.0,0.0,0.0,254.2,,210.0,43383.63055555556,,RSD/LOW SCHEDULE,2018-10-29
PANIPAT TPS,Unit 7, ,250.0,2.32,0.0,493.2799999999998,793.79,,0.0,,,,2018-10-29
PANIPAT TPS,Unit 8,S,250.0,2.19,0.0,465.50999999999993,891.72,,250.0,43394.67013888889,,WATER WALL TUBE LEAKAGE,2018-10-29
RAJIV GANDHI TPS,,,1200.0,13.68,9.46,2906.7199999999953,2610.12,0.0,600.0,,,,2018-10-29
RAJIV GANDHI TPS,Unit 1,S,600.0,6.84,0.0,1453.3599999999976,1156.37,,600.0,43400.592361111114,,RSD/LOW SCHEDULE,2018-10-29
RAJIV GANDHI TPS,Unit 2, ,600.0,6.84,9.46,1453.3599999999976,1453.75,,0.0,,,,2018-10-29
YAMUNA NAGAR TPS,,,600.0,10.97,0.0,1925.1300000000008,1800.0700000000002,,600.0,,,,2018-10-29
YAMUNA NAGAR TPS,Unit 1,L,300.0,6.03,0.0,878.8699999999992,751.87,,300.0,43365.20208333333,,RSD/LOW SCHEDULE,2018-10-29
YAMUNA NAGAR TPS,Unit 2, ,300.0,4.94,0.0,1046.2600000000016,1048.2,,300.0,43396.69027777778,,Low system demand/ costly fuel,2018-10-29
MAHATMA GANDHI TPS,,,1320.0,14.39,25.57,3048.310000000003,3668.77,,0.0,,,,2018-10-29
MAHATMA GANDHI TPS,Unit 1, ,660.0,7.13,12.8,1511.7700000000032,1844.94,,0.0,,,,2018-10-29
MAHATMA GANDHI TPS,Unit 2, ,660.0,7.26,12.77,1536.5399999999997,1823.83,,0.0,,,,2018-10-29
INDIRA GANDHI STPP,,,1500.0,14.7,22.619999999999997,4312.249999999995,4216.6900000000005,,500.0,,,,2018-10-29
INDIRA GANDHI STPP,Unit 1,L,500.0,7.35,0.0,1560.1499999999974,1340.2,,500.0,43378.03472222222,,COAL SHORTAGE,2018-10-29
INDIRA GANDHI STPP,Unit 2, ,500.0,7.35,11.35,1373.1499999999974,1225.19,,0.0,,,,2018-10-29
INDIRA GANDHI STPP,Unit 3, ,500.0,0.0,11.27,1378.950000000001,1651.3,,0.0,,,,2018-10-29
FARIDABAD CCPP,,,431.59,2.7,0.0,542.3000000000004,268.12,,137.76,,,,2018-10-29
BASSI  HPS,,,66.0,0.65,0.68,244.85000000000016,186.05,,0.0,,,,2018-10-29
BHAKRA H  P S,,,1379.0,10.97,10.950000000000001,2996.129999999994,2528.68,,422.0,,,,2018-10-29
DEHAR H P S,,,990.0,6.48,6.76,2305.9200000000005,2426.63,,495.0,,,,2018-10-29
GIRI BATA HPS,,,60.0,0.45,0.68,130.05,140.65,,0.0,,,,2018-10-29
KASHANG INTEGRATED HEP,,,195.0,0.55,0.2,154.95000000000033,101.89,,65.0,,,,2018-10-29
LARJI  HPS,,,126.0,1.29,1.33,465.4100000000006,439.29,,0.0,,,,2018-10-29
