name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
RAJGHAT TPS,,,135.0,0.0,0.0,0.0,0.0,,135.0,,,,2019-04-26
RAJGHAT TPS,Unit 1,L,67.5,0.0,0.0,0.0,0.0,,67.5,42132.569444444445,,RSD/LOW SCHEDULE,2019-04-26
RAJGHAT TPS,Unit 2,L,67.5,0.0,0.0,0.0,0.0,,67.5,42145.430555555555,,RSD/LOW SCHEDULE,2019-04-26
I.P.CCPP,,,270.0,1.7,3.13,39.08000000000001,33.57,,180.0,,,,2019-04-26
PRAGATI CCGT-III,,,1500.0,10.07,10.82,261.82000000000005,259.71,,500.0,,,,2019-04-26
PRAGATI CCPP,,,330.4,5.76,3.68,149.75999999999996,98.32000000000002,,104.6,,,,2019-04-26
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2019-04-26
PANIPAT TPS,,,920.0,5.73,11.24,148.97999999999996,280.51000000000005,34.0,420.0,,,,2019-04-26
PANIPAT TPS,Unit 5,L,210.0,0.0,0.0,0.0,0.0,,210.0,43469.46805555555,,RSD/LOW SCHEDULE,2019-04-26
PANIPAT TPS,Unit 6,L,210.0,0.0,0.0,0.0,0.0,,210.0,43469.865277777775,,RSD/LOW SCHEDULE,2019-04-26
PANIPAT TPS,Unit 7, ,250.0,3.0,5.67,78.0,140.41000000000003,,0.0,,,,2019-04-26
PANIPAT TPS,Unit 8, ,250.0,2.73,5.57,70.97999999999998,140.10000000000002,,0.0,,,,2019-04-26
RAJIV GANDHI TPS,,,1200.0,16.130000000000003,0.0,419.3800000000002,0.0,64.0,1200.0,,,,2019-04-26
RAJIV GANDHI TPS,Unit 1,L,600.0,9.3,0.0,241.80000000000013,0.0,,600.0,43555.82152777778,,RSD/LOW SCHEDULE,2019-04-26
RAJIV GANDHI TPS,Unit 2,L,600.0,6.83,0.0,177.58000000000007,0.0,,600.0,43486.95138888889,,RSD/LOW SCHEDULE,2019-04-26
YAMUNA NAGAR TPS,,,600.0,5.33,8.6,138.57999999999998,216.26,30.0,300.0,,,,2019-04-26
YAMUNA NAGAR TPS,Unit 1, ,300.0,5.33,6.79,138.57999999999998,170.25,,0.0,,,,2019-04-26
YAMUNA NAGAR TPS,Unit 2,*,300.0,0.0,1.81,0.0,46.010000000000005,,300.0,43578.424305555556,26/04/2019 17:00:00,RSD/LOW SCHEDULE,2019-04-26
MAHATMA GANDHI TPS,,,1320.0,10.73,20.42,278.97999999999996,308.71000000000004,61.0,0.0,,,,2019-04-26
MAHATMA GANDHI TPS,Unit 1, ,660.0,10.73,10.23,278.97999999999996,179.92,,0.0,,,,2019-04-26
MAHATMA GANDHI TPS,Unit 2, ,660.0,0.0,10.19,0.0,128.79000000000002,,0.0,,,,2019-04-26
INDIRA GANDHI STPP,,,1500.0,15.239999999999998,7.19,548.24,135.01000000000005,41.0,1000.0,,,,2019-04-26
INDIRA GANDHI STPP,Unit 1, ,500.0,7.77,7.19,202.02000000000004,135.01000000000005,,0.0,,,,2019-04-26
INDIRA GANDHI STPP,Unit 2,L,500.0,7.47,0.0,194.22,0.0,,500.0,43535.88611111111,,RSD/LOW SCHEDULE,2019-04-26
INDIRA GANDHI STPP,Unit 3,P,500.0,0.0,0.0,152.0,0.0,,500.0,43563.0,08/05/2019,BOILER OVERHAUL/ ANNUAL MAINTENANCE,2019-04-26
FARIDABAD CCPP,,,431.59,1.09,0.0,28.339999999999996,0.0,,293.83,,,,2019-04-26
BASSI  HPS,,,66.0,1.0,1.18,26.0,27.539999999999996,,0.0,,,,2019-04-26
BHAKRA LEFT HPS,,,594.0,2.93,7.82,76.18000000000004,107.36000000000001,,234.0,,,,2019-04-26
BHAKRA RIGHT HPS,,,785.0,3.87,8.44,100.62000000000003,124.83,,0.0,,,,2019-04-26
DEHAR H P S,,,990.0,7.47,15.350000000000001,194.22,347.35,,0.0,,,,2019-04-26
