name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
RAJGHAT TPS,,,135.0,0.0,0.0,0.0,0.0,,135.0,,,,2019-01-05
RAJGHAT TPS,Unit 1,L,67.5,0.0,0.0,0.0,0.0,,67.5,42132.569444444445,,RSD/LOW SCHEDULE,2019-01-05
RAJGHAT TPS,Unit 2,L,67.5,0.0,0.0,0.0,0.0,,67.5,42145.430555555555,,RSD/LOW SCHEDULE,2019-01-05
I.P.CCPP,,,270.0,1.71,2.04,488.5499999999999,492.36999999999995,,0.0,,,,2019-01-05
PRAGATI CCGT-III,,,1500.0,7.75,10.51,2099.75,3020.9100000000003,,750.0,,,,2019-01-05
PRAGATI CCPP,,,330.4,5.99,3.96,1557.95,1322.41,,0.0,,,,2019-01-05
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2019-01-05
BADARPUR TPS,,,0.0,0.0,0.0,0.0,1400.33,,0.0,,,,2019-01-05
BADARPUR TPS,Unit 1,L,0.0,0.0,0.0,0.0,0.0,,0.0,41929.76111111111,,POLLUTION PROBLEM,2019-01-05
BADARPUR TPS,Unit 2,L,0.0,0.0,0.0,0.0,0.0,,0.0,42271.82777777778,,POLLUTION PROBLEM,2019-01-05
BADARPUR TPS,Unit 3,L,0.0,0.0,0.0,0.0,0.0,,0.0,42286.82777777778,,POLLUTION PROBLEM,2019-01-05
BADARPUR TPS,Unit 4,L,0.0,0.0,0.0,0.0,606.38,,0.0,43388.75347222222,,POLLUTION PROBLEM,2019-01-05
BADARPUR TPS,Unit 5,L,0.0,0.0,0.0,0.0,793.95,,0.0,43388.83541666667,,POLLUTION PROBLEM,2019-01-05
PANIPAT TPS,,,920.0,4.51,11.26,1219.5500000000006,2816.24,,420.0,,,,2019-01-05
PANIPAT TPS,Unit 5,S,210.0,0.0,0.0,0.0,176.76,,210.0,43469.46805555555,,RSD/LOW SCHEDULE,2019-01-05
PANIPAT TPS,Unit 6,S,210.0,0.0,0.0,0.0,322.79,,210.0,43469.865277777775,,RSD/LOW SCHEDULE,2019-01-05
PANIPAT TPS,Unit 7, ,250.0,2.32,5.63,604.6000000000003,1078.26,,0.0,,,,2019-01-05
PANIPAT TPS,Unit 8, ,250.0,2.19,5.63,614.9500000000003,1238.43,,0.0,,,,2019-01-05
RAJIV GANDHI TPS,,,1200.0,13.68,11.02,3836.399999999999,3618.96,0.0,600.0,,,,2019-01-05
RAJIV GANDHI TPS,Unit 1,L,600.0,6.84,0.0,1918.1999999999996,1570.24,,600.0,43452.479166666664,,ASH HANDLING SYSTEM PROBLEM,2019-01-05
