name,unit,outage_status,capacity,day prog,day gen,month cumm prog,month cumm gen,coal stock,cap under outage,outage_day_time,expected_resync,remarks,datetime
RAJGHAT TPS,,,135.0,0.0,0.0,0.0,0.0,,135.0,,,,2018-05-16
RAJGHAT TPS,Unit 1,L,67.5,0.0,0.0,0.0,0.0,,67.5,42132.569444444445,43333.0,RSD/LOW SCHEDULE,2018-05-16
RAJGHAT TPS,Unit 2,L,67.5,0.0,0.0,0.0,0.0,,67.5,42145.430555555555,43361.0,RSD/LOW SCHEDULE,2018-05-16
I.P.CCPP,,,270.0,1.78,0.7549999999999999,81.48000000000005,88.24,,0.0,,,,2018-05-16
PRAGATI CCGT-III,,,1500.0,7.7700000000000005,10.844999999999999,291.71999999999986,435.28,,500.0,,,,2018-05-16
PRAGATI CCPP,,,330.4,5.95,6.369,165.59999999999997,213.94,,0.0,,,,2018-05-16
RITHALA CCPP,,,108.0,0.0,0.0,0.0,0.0,,108.0,,,,2018-05-16
BADARPUR TPS,,,705.0,0.0,8.1,0.0,181.75,,285.0,,,,2018-05-16
BADARPUR TPS,Unit 1,L,95.0,0.0,0.0,0.0,0.0,,95.0,41929.76111111111,,POLLUTION PROBLEM,2018-05-16
BADARPUR TPS,Unit 2,L,95.0,0.0,0.0,0.0,0.0,,95.0,42271.82777777778,,POLLUTION PROBLEM,2018-05-16
BADARPUR TPS,Unit 3,L,95.0,0.0,0.0,0.0,0.0,,95.0,42286.82777777778,,POLLUTION PROBLEM,2018-05-16
BADARPUR TPS,Unit 4, ,210.0,0.0,4.0,0.0,23.96,,0.0,,,,2018-05-16
BADARPUR TPS,Unit 5, ,210.0,0.0,4.1,0.0,157.79,,0.0,,,,2018-05-16
PANIPAT TPS,,,920.0,4.51,20.596999999999998,208.15999999999985,607.9100000000001,1.0,0.0,,,,2018-05-16
PANIPAT TPS,Unit 5, ,210.0,0.0,4.284,0.0,69.6,,0.0,,,,2018-05-16
PANIPAT TPS,Unit 6, ,210.0,0.0,4.811,0.0,125.76,,0.0,,,,2018-05-16
PANIPAT TPS,Unit 7, ,250.0,2.32,5.728,107.11999999999989,252.49,,0.0,,,,2018-05-16
PANIPAT TPS,Unit 8, ,250.0,2.19,5.774,101.03999999999996,160.06,,0.0,,,,2018-05-16
RAJIV GANDHI TPS,,,1200.0,13.68,12.332,628.8799999999997,856.47,0.0,600.0,,,,2018-05-16
RAJIV GANDHI TPS,Unit 1, ,600.0,6.84,12.332,314.4399999999998,434.62,,0.0,,,,2018-05-16
RAJIV GANDHI TPS,Unit 2,S,600.0,6.84,0.0,314.4399999999998,421.85,,600.0,43235.816666666666,,MAIN STEAM LINE PROBLEM,2018-05-16
YAMUNA NAGAR TPS,,,600.0,4.94,13.496,251.03999999999996,375.39,,0.0,,,,2018-05-16
YAMUNA NAGAR TPS,Unit 1, ,300.0,0.0,6.732,24.0,74.19,,0.0,,,,2018-05-16
YAMUNA NAGAR TPS,Unit 2, ,300.0,4.94,6.764,227.03999999999996,301.2,,0.0,,,,2018-05-16
MAHATMA GANDHI TPS,,,1320.0,14.39,13.478,661.2399999999998,784.05,,660.0,,,,2018-05-16
MAHATMA GANDHI TPS,Unit 1,P,660.0,7.13,0.0,328.0799999999999,167.3,,660.0,43205.10277777778,,BOILER OVERHAUL/ ANNUAL MAINTENANCE,2018-05-16
MAHATMA GANDHI TPS,Unit 2, ,660.0,7.26,13.478,333.15999999999985,616.75,,0.0,,,,2018-05-16
INDIRA GANDHI STPP,,,1500.0,21.669999999999998,14.518,996.7200000000007,858.13,,500.0,,,,2018-05-16
INDIRA GANDHI STPP,Unit 1, ,500.0,7.35,7.721,338.60000000000025,408.28,,0.0,,,,2018-05-16
INDIRA GANDHI STPP,Unit 2,P,500.0,7.35,0.0,337.60000000000025,30.05,,500.0,43195.01180555556,,BOILER OVERHAUL/ ANNUAL MAINTENANCE,2018-05-16
INDIRA GANDHI STPP,Unit 3,*,500.0,6.97,6.797,320.52000000000027,419.8,,0.0,43236.11597222222,43236.200694444444,GRID DISTURBANCE,2018-05-16
FARIDABAD CCPP,,,431.59,1.6400000000000001,0.0,118.30000000000001,218.24,,137.76,,,,2018-05-16
BASSI  HPS,,,66.0,1.19,0.6,49.03999999999997,16.5,,33.0,,,,2018-05-16
BHAKRA H  P S,,,1325.0,12.58,12.847,404.27999999999986,426.01000000000005,,216.0,,,,2018-05-16
DEHAR H P S,,,990.0,10.94,7.15,399.03999999999996,278.66999999999996,,330.0,,,,2018-05-16
GIRI BATA HPS,,,60.0,0.26,0.153,17.160000000000004,6.74,,0.0,,,,2018-05-16
KASHANG INTEGRATED HEP,,,195.0,0.65,0.632,19.399999999999995,17.619999999999997,,0.0,,,,2018-05-16
LARJI  HPS,,,126.0,1.77,1.441,70.32000000000002,55.0,,42.0,,,,2018-05-16
PONG H P S,,,396.0,1.42,1.4620000000000002,35.72000000000002,41.67,,66.0,,,,2018-05-16
SAINJ HPS,,,100.0,1.13,0.863,36.08,27.84,,0.0,,,,2018-05-16
SANJAY  HPS,,,120.0,1.55,2.181,59.799999999999955,62.03,,0.0,,,,2018-05-16
UHL-III HPS,,,0.0,0.0,0.0,0.0,0.0,,,,,,2018-05-16
ALLAIN DUHANGAN  HPS,,,192.0,2.42,1.238,63.72000000000003,48.68,,96.0,,,,2018-05-16
BASPA  HPS,,,300.0,4.19,3.0460000000000003,109.03999999999996,84.02,,0.0,,,,2018-05-16
BUDHIL HPS,,,70.0,1.19,0.907,41.03999999999999,23.85,,0.0,,,,2018-05-16
CHANJU-I HPS ,,,36.0,0.32,0.349,13.120000000000005,13.41,,0.0,,,,2018-05-16
KARCHAM WANGTOO HPS,,,1000.0,13.39,7.659,430.2399999999998,263.84,,0.0,,,,2018-05-16
MALANA  HPS,,,86.0,1.06,0.558,33.95999999999999,20.47,,0.0,,,,2018-05-16
MALANA-II  HPS,,,100.0,0.97,0.63,30.519999999999985,21.009999999999998,,0.0,,,,2018-05-16
SORANG HPS,,,0.0,0.0,0.0,0.0,0.0,,,,,,2018-05-16
TIDONG HPS,,,0.0,0.0,0.0,0.0,0.0,,,,,,2018-05-16
BAIRA SIUL  HPS,,,180.0,3.23,1.6689999999999998,136.68000000000004,83.74000000000001,,0.0,,,,2018-05-16
CHAMERA- I  HPS,,,540.0,8.71,6.303000000000001,379.35999999999973,235.02999999999997,,0.0,,,,2018-05-16
CHAMERA- II  HPS,,,300.0,6.61,5.026999999999999,234.76000000000022,183.57,,0.0,,,,2018-05-16
CHAMERA-III HPS,,,231.0,4.61,3.494,152.76000000000008,122.72,,0.0,,,,2018-05-16
KOLDAM,,,800.0,12.26,5.499999999999999,356.15999999999985,178.48000000000002,,0.0,,,,2018-05-16
NATHPA JHAKRI HPS,,,1500.0,27.9,14.495000000000001,799.3999999999996,498.03999999999996,,250.0,,,,2018-05-16
PARBATI-II HPS,,,0.0,0.0,0.0,0.0,0.0,,,,,,2018-05-16
PARBATI-III HPS,,,520.0,1.94,1.0999999999999999,74.03999999999996,36.19,,390.0,,,,2018-05-16
