source_url,date,raw_row_text,s_no_raw,s_no,state_guess,n_values_found,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,2 Arunachal Pradesh 140.61 0.00 1.27 6.68 7.49 15.44 1365.00 1521.05,2,2,Arunachal Pradesh,8,140.61,0.0,1.27,6.68,7.49,15.44,1365.0,1521.05,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,3 Assam 34.11 2.00 2.00 126 240.2 9.71 375.91 346.00 758.02,3,3,Assam,9,34.11,2.0,2.0,126.0,240.2,9.71,375.91,346.0,758.02,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,4 Bihar 70.70 112.50 26.40 1.32 140.22 196.06 218 21.28 435.34 646.26,4,4,Bihar,10,70.7,112.5,26.4,1.32,140.22,196.06,218.0,21.28,435.34,646.26,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,5 Chhattisgarh 100.90 272.09 2.50 10.83 285.42 1131.17 167.6 390.73 1689.50 120.00 2195.82,5,5,Chhattisgarh,11,100.9,272.09,2.5,10.83,285.42,1131.17,167.6,390.73,1689.5,120.0,2195.82,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,6 Goa 0.05 1.94 1.94 5.95 64 1.49 71.44 73.43,6,6,Goa,8,0.05,1.94,1.94,5.95,64.0,1.49,71.44,73.43,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,7 Gujarat 113.30 14820.94 65.30 12.00 7.50 45.05 129.85 17771.21 6412.8 1172.38 173.01 25529.40 1990.00 42583.49,7,7,Gujarat,14,113.3,14820.94,65.3,12.0,7.5,45.05,129.85,17771.21,6412.8,1172.38,173.01,25529.4,1990.0,42583.49,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,8 Haryana 73.50 151.40 125.46 11.20 37.61 325.67 267.76 1104 1141.2 2512.96 2912.13,8,8,Haryana,11,73.5,151.4,125.46,11.2,37.61,325.67,267.76,1104.0,1141.2,2512.96,2912.13,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,9 Himachal Pradesh 1000.71 9.20 1.00 10.20 245 66.7 34.58 346.28 11421.02 12778.21,9,9,Himachal Pradesh,10,1000.71,9.2,1.0,10.2,245.0,66.7,34.58,346.28,11421.02,12778.21,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,10 Jammu & Kashmir 189.93 0.00 2.49 42.2 34.79 79.48 3360.00 3629.41,10,10,Jammu & Kashmir,8,189.93,0.0,2.49,42.2,34.79,79.48,3360.0,3629.41,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,11 Jharkhand 4.05 19.10 1.04 20.14 21 93.8 120.97 235.77 210.00 469.96,11,11,Jharkhand,10,4.05,19.1,1.04,20.14,21.0,93.8,120.97,235.77,210.0,469.96,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,12 Karnataka 1284.73 8413.64 1868.91 20.20 1.00 26.94 1917.05 9614.35 808.3 212.25 44.11 10679.01 3689.20 25983.63,12,12,Karnataka,14,1284.73,8413.64,1868.91,20.2,1.0,26.94,1917.05,9614.35,808.3,212.25,44.11,10679.01,3689.2,25983.63,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,13 Kerala 276.52 71.52 2.27 0.23 2.50 323.97 1682.9 24.93 2031.80 2008.15 4390.49,13,13,Kerala,11,276.52,71.52,2.27,0.23,2.5,323.97,1682.9,24.93,2031.8,2008.15,4390.49,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,14 Ladakh 45.79 0.00 6 5 0.4 11.40 89.00 146.19,14,14,Ladakh,8,45.79,0.0,6.0,5.0,0.4,11.4,89.0,146.19,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,15 Madhya Pradesh 123.71 3548.15 92.50 14.85 15.40 32.71 155.46 4910.9 804.6 102.04 5817.54 2235.00 11879.86,15,15,Madhya Pradesh,13,123.71,3548.15,92.5,14.85,15.4,32.71,155.46,4910.9,804.6,102.04,5817.54,2235.0,11879.86,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,16 Maharashtra 384.28 5822.01 2907.30 16.40 12.59 62.01 2998.30 11415.62 4797.9 1847.43 18060.95 3047.00 30312.54,16,16,Maharashtra,13,384.28,5822.01,2907.3,16.4,12.59,62.01,2998.3,11415.62,4797.9,1847.43,18060.95,3047.0,30312.54,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,17 Manipur 5.45 0.00 0.6 10.6 6.32 17.52 105.00 127.97,17,17,Manipur,8,5.45,0.0,0.6,10.6,6.32,17.52,105.0,127.97,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,18 Meghalaya 55.03 13.80 13.80 0.21 4.07 4.28 322.00 395.11,18,18,Meghalaya,8,55.03,13.8,13.8,0.21,4.07,4.28,322.0,395.11,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,19 Mizoram 45.47 0.00 22 3.3 6.39 31.69 60.00 137.16,19,19,Mizoram,8,45.47,0.0,22.0,3.3,6.39,31.69,60.0,137.16,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,20 Nagaland 32.67 0.00 1 2.34 3.34 75.00 111.01,20,20,Nagaland,7,32.67,0.0,1.0,2.34,3.34,75.0,111.01,,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,21 Odisha 140.63 50.40 8.82 5.00 64.22 574.5 130 58.52 763.02 2154.55 3122.42,21,21,Odisha,11,140.63,50.4,8.82,5.0,64.22,574.5,130.0,58.52,763.02,2154.55,3122.42,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,22 Punjab 176.10 299.50 231.79 10.75 34.55 576.59 886.27 564.6 103.94 1554.81 1096.30 3403.80,22,22,Punjab,12,176.1,299.5,231.79,10.75,34.55,576.59,886.27,564.6,103.94,1554.81,1096.3,3403.8,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,23 Rajasthan 23.85 5229.15 134.15 2.00 59.60 11.77 207.52 31833.08 2029 1980 816.27 36658.35 412.50 42531.37,23,23,Rajasthan,14,23.85,5229.15,134.15,2.0,59.6,11.77,207.52,31833.08,2029.0,1980.0,816.27,36658.35,412.5,42531.37,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,24 Sikkim 55.11 0.00 0.52 5.12 1.92 7.56 2282.00 2344.67,24,24,Sikkim,8,55.11,0.0,0.52,5.12,1.92,7.56,2282.0,2344.67,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,25 Tamil Nadu 123.05 12075.34 969.10 43.55 6.40 27.57 1046.62 10321.56 1268.7 74.55 11664.81 2203.20 27113.02,25,25,Tamil Nadu,13,123.05,12075.34,969.1,43.55,6.4,27.57,1046.62,10321.56,1268.7,74.55,11664.81,2203.2,27113.02,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,26 Telangana 89.67 128.10 158.10 3.30 45.80 14.47 221.67 4360.49 682.5 8.71 5051.70 2405.60 7896.74,26,26,Telangana,13,89.67,128.1,158.1,3.3,45.8,14.47,221.67,4360.49,682.5,8.71,5051.7,2405.6,7896.74,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,27 Tripura 16.01 0.00 6.57 12.2 16.25 35.02 51.03,27,27,Tripura,7,16.01,0.0,6.57,12.2,16.25,35.02,51.03,,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,28 Uttar Pradesh 50.60 1985.50 165.26 159.63 2310.39 2788.27 674.9 359.51 3822.68 501.60 6685.27,28,28,Uttar Pradesh,11,50.6,1985.5,165.26,159.63,2310.39,2788.27,674.9,359.51,3822.68,501.6,6685.27,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,29 Uttarakhand 233.82 72.72 60.00 16.85 149.57 541.05 273.71 23.13 837.89 4785.35 6006.63,29,29,Uttarakhand,11,233.82,72.72,60.0,16.85,149.57,541.05,273.71,23.13,837.89,4785.35,6006.63,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,30 West Bengal 98.50 300.00 43.52 8.34 351.86 240.35 67.13 13.14 320.62 1341.20 2112.18,30,30,West Bengal,11,98.5,300.0,43.52,8.34,351.86,240.35,67.13,13.14,320.62,1341.2,2112.18,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,31 Andaman & Nicobar Islands 5.25 0.00 25.05 6.4 0.27 31.72 36.97,31,31,Andaman & Nicobar Islands,7,5.25,0.0,25.05,6.4,0.27,31.72,36.97,,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,32 Chandigarh 0.00 6.34 71.7 0.81 78.85 78.85 Dadra & Nagar Haveli and 3.75 3.75 14.3 115.1 129.40,32,32,Chandigarh,11,0.0,6.34,71.7,0.81,78.85,78.85,3.75,3.75,14.3,115.1,129.4,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,33 Daman & Diu 133.15,33,33,Daman & Diu,1,133.15,,,,,,,,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,34 Delhi 84.00 1.17 85.17 9.84 377.9 1.46 389.20 474.37,34,34,Delhi,8,84.0,1.17,85.17,9.84,377.9,1.46,389.2,474.37,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,35 Lakshadweep 0.00 2.45 1.6 2.52 6.57 6.57,35,35,Lakshadweep,6,0.0,2.45,1.6,2.52,6.57,6.57,,,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,36 Puducherry 0.00 1.03 73.2 0.18 74.41 74.41,36,36,Puducherry,6,0.0,1.03,73.2,0.18,74.41,74.41,,,,,,,,,,,,,,
https://cdnbbsr.s3waas.gov.in/s3716e1b8c6cd17b771da77391355749f3/uploads/2026/01/202601091741212092.pdf,2025-12-31,37 Others 4.30 0.00 45.01 45.01 49.31,37,37,Others,5,4.3,0.0,45.01,45.01,49.31,,,,,,,,,,,,,,,
